show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,month_added,duration_movies,duration_tv
s6467,Movie,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",UnitedStates,2016-03-16 00:00:00,2005,G,"Children&FamilyMovies,Comedies",No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!,March,82,82
s6468,Movie,Chief Daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,2019-03-15 00:00:00,2018,TV-MA,"Comedies,Dramas,InternationalMovies","When a wealthy patriarch unexpectedly drops dead, his money-crazed family, friends and staff scramble for his billionaire fortune.",March,98,98
s6469,Movie,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",UnitedStates,2019-12-31 00:00:00,1988,R,"CultMovies,HorrorMovies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",December,87,87
s6470,TV Show,Chill with Bob Ross,NULL,Bob Ross,NULL,2016-12-01 00:00:00,1994,TV-G,TVShows,Iconic artist and master of relaxation Bob Ross demonstrates the process of creating wintry scenes in these episodes dedicated to the season.,December,1,1 Season
s6471,Movie,China Salesman,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",China,2018-09-24 00:00:00,2017,TV-MA,"Action&Adventure,InternationalMovies",A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.,September,111,111
s6472,Movie,Chingo Bling: They Can't Deport Us All,Luis Lopez,Chingo Bling,NULL,2017-06-01 00:00:00,2017,TV-MA,Stand-UpComedy,"On point and larger than life, rapper and stand-up comic Chingo Bling gathers his funniest friends for a rambunctious take on Tex-Mex culture.",June,63,63
s6473,Movie,Chittagong,Bedabrata Pain,"Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia, Nawazuddin Siddiqui, Rajkummar Rao, Jaideep Ahlawat, Vijay Varma, Dibyendu Bhattacharya",UnitedStates India Bangladesh,2018-01-01 00:00:00,2012,NR,"Dramas,IndependentMovies,InternationalMovies","In the turbulent 1930s of British colonial India, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors.",January,105,105
s6474,Movie,Chitty Chitty Bang Bang,Ken Hughes,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin",UnitedKingdom UnitedStates,2020-01-01 00:00:00,1968,G,"Children&FamilyMovies,ClassicMovies,Comedies","Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children.",January,146,146
s6475,Movie,Chloe,Atom Egoyan,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani",UnitedStates Canada France,2020-01-01 00:00:00,2009,R,"IndependentMovies,Thrillers","Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify.",January,96,96
s6476,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,UnitedStates,2017-10-07 00:00:00,2017,TV-MA,"Documentaries,Music&Musicals","Featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of Chris Brown.",October,80,80
s6477,Movie,Christian Mingle,Corbin Bernsen,"Lacey Chabert, Jonathan Patrick Moore, Saidah Arrika Ekulona, Stephen Tobolowsky, John O'Hurley, David Keith, Morgan Fairchild, Corbin Bernsen",UnitedStates,2019-06-06 00:00:00,2014,PG,"Comedies,Faith&Spirituality,RomanticMovies",A career woman who has everything but romance finds her values challenged when she starts dating a good man she met on a Christian matchmaking site.,June,99,99
s6478,TV Show,Christiane Amanpour: Sex & Love Around the World,NULL,NULL,UnitedStates,2018-09-30 00:00:00,2018,TV-MA,Docuseries,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.",September,1,1 Season
s6479,Movie,Christmas Crush,Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty",Canada UnitedStates,2019-11-04 00:00:00,2012,TV-PG,"Comedies,RomanticMovies",Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.,November,87,87
s6480,Movie,Christmas in the Smokies,Gary Wheeler,"Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice",UnitedStates,2019-03-01 00:00:00,2015,TV-G,"Children&FamilyMovies,Dramas,RomanticMovies","In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.",March,88,88
s6481,Movie,Christmas with the Kranks,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan",UnitedStates,2019-01-01 00:00:00,2004,PG,"Children&FamilyMovies,Comedies",When Luther Krank and his wife opt to skip Christmas – no tree and no rooftop Frosty – can they handle the fallout from their family and neighbors?,January,99,99
s6482,Movie,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Jim Cummings, Brad Garrett, Nick Mohammed, Peter Capaldi",UnitedStates,2019-03-05 00:00:00,2018,PG,"Children&FamilyMovies,Comedies,Dramas","Now a careworn middle-aged man, Christopher Robin goes on a familiar adventure when his old pal Winnie the Pooh brings him to the Hundred Acre Wood.",March,104,104
s6483,Movie,Chronicle of an Escape,Israel Adrián Caetano,"Rodrigo de la Serna, Pablo Echarri, Nazareno Casero, Lautaro Delgado, Matías Marmorato, Martín Urruty, César Albarracín, Guillermo Fernandez, Daniel Di Biase",Argentina,2018-06-15 00:00:00,2006,R,"Dramas,InternationalMovies,Thrillers","Soccer goalie Claudio Tamburrini is kidnapped by the Argentine military. Several months later, he joins other prisoners in planning a daring escape.",June,104,104
s6484,TV Show,Chuck Chicken,NULL,NULL,Malaysia,2017-11-15 00:00:00,2017,TV-Y7,Kids'TV,"On the island of Rocky Perch, security company owner Chuck Adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens.",November,1,1 Season
s6485,Movie,Chupan Chupai,Mohsin Ali,"Ahsan Khan, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Vajdaan Shah, Zayed Sheikh, Talat Hussain, Javed Sheikh",Pakistan,2019-01-15 00:00:00,2017,TV-14,"Comedies,InternationalMovies","The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong.",January,118,118
s6486,Movie,Chupke Chupke,Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Amitabh Bachchan, Jaya Bhaduri, Om Prakash, Asrani, David Abraham, Usha Kiran, Lily Chakravarty, Keshto Mukherjee",India,2019-12-31 00:00:00,1975,TV-PG,"ClassicMovies,Comedies,InternationalMovies","Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",December,127,127
s6487,Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",UnitedStates,2018-04-16 00:00:00,2009,PG-13,"Action&Adventure,HorrorMovies,Sci-Fi&Fantasy","When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.",April,109,109
s6488,TV Show,City in the Sky,NULL,NULL,UnitedKingdom,2017-10-01 00:00:00,2016,TV-PG,"BritishTVShows,Docuseries,Science&NatureTV","This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning.",October,1,1 Season
s6489,Movie,City of God,"Fernando Meirelles, Katia Lund","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga",Brazil France Germany,2020-01-01 00:00:00,2002,R,"Dramas,IndependentMovies,InternationalMovies","Growing up in a Rio de Janeiro slum, Rocket is able to avoid being drawn into a life of drugs and crime by having a passion for photography.",January,130,130
s6490,Movie,City of Tiny Lights,Pete Travis,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo, Roshan Seth, Hannah Rae, Antonio Aakeel, George Sargeant, Alexander Siddig, Vincent Regan, Barry Aird",UnitedKingdom,2017-07-21 00:00:00,2016,TV-MA,"Dramas,InternationalMovies,Thrillers","In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",July,110,110
s6491,TV Show,Civilizations,NULL,NULL,UnitedKingdom,2018-10-01 00:00:00,2018,TV-14,"BritishTVShows,Docuseries","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time.",October,1,1 Season
s6492,Movie,Clarence Clemons: Who Do I Think I Am?,Nick Mead,Clarence Clemons,UnitedStates,2019-11-14 00:00:00,2019,TV-MA,"Documentaries,Music&Musicals",This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.,November,88,88
s6493,Movie,Clash of the Titans,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans",UnitedStates UnitedKingdom Australia,2019-08-01 00:00:00,2010,PG-13,"Action&Adventure,Sci-Fi&Fantasy","If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies.",August,106,106
s6494,Movie,Class of '61,Gregory Hoblit,"Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney",UnitedStates,2018-04-01 00:00:00,1993,TV-PG,Dramas,"As the Civil War looms, a runaway slave seeks freedom, and West Point cadets find their camaraderie shattered as they choose between North or South.",April,91,91
s6495,Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",UnitedStates,2018-09-18 00:00:00,2018,TV-MA,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.",September,103,103
s6496,TV Show,Classic Legends,NULL,Javed Akhtar,India,2017-05-15 00:00:00,2012,TV-PG,"Docuseries,InternationalTVShows",This documentary series explores the glamour of Bollywood through the stories of the men and women who have illuminated its screens.,May,1,1 Season
s6497,Movie,Cleopatra Jones,Jack Starrett,"Tamara Dobson, Bernie Casey, BrendaSykes, Esther Rolle, Shelley Winters",UnitedStates,2019-11-01 00:00:00,1973,PG,"Action&Adventure,ClassicMovies","A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer.",November,89,89
s6498,Movie,Click,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",UnitedStates,2020-01-01 00:00:00,2006,PG-13,"Comedies,Sci-Fi&Fantasy",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,January,108,108
s6499,TV Show,Click for Murder,NULL,Donal MacIntyre,UnitedKingdom,2017-09-17 00:00:00,2017,TV-14,"BritishTVShows,CrimeTVShows,Docuseries",Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.,September,1,1 Season
s6500,Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,Clive Davis,UnitedStates,2019-09-17 00:00:00,2017,TV-MA,"Documentaries,Music&Musicals",This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.,September,124,124
s6501,Movie,Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell",UnitedKingdom UnitedStates,2017-10-16 00:00:00,2013,R,"Dramas,Thrillers","Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",October,96,96
s6502,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun",Germany UnitedStates HongKong Singapore,2017-08-01 00:00:00,2012,R,"Action&Adventure,CultMovies,Dramas","In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",August,172,172
s6503,Movie,Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet",France Germany Switzerland,2017-02-12 00:00:00,2014,R,"Dramas,InternationalMovies","A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",February,124,124
s6504,Movie,Cloverfield,Matt Reeves,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",UnitedStates,2020-01-01 00:00:00,2008,PG-13,"Action&Adventure,HorrorMovies,Sci-Fi&Fantasy",A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,January,85,85
s6505,TV Show,Club Friday The Series 6,NULL,"Puttichai Kasetsin, Kongtoranin Lalana, Preechaya Pongthananikorn",NULL,2019-03-09 00:00:00,2015,TV-MA,"InternationalTVShows,RomanticTVShows,TVDramas","Based on a Thai radio show that gives love advice to callers, this series dramatizes stories of infidelity, love triangles, sexual identity and more.",March,9,9 Seasons
s6506,TV Show,Club Friday The Series 7,NULL,"Sornram Tappituk, Amy Amika Klinprathum, Tanya Liyah, Shaun Jindachote, Four Sakolrat Wornurai, Toomtam Yuthana Puengklarng, Monchanok Saengchaipiangpen, Nat Myria Benedetti, Oil Thana Suttikamul, View Wannarot Sontichai, Pimthong Washirakom",NULL,2018-06-18 00:00:00,2016,TV-MA,"InternationalTVShows,RomanticTVShows,TVDramas",More confessional tales of love and heartbreak play out in this next installment of the popular Thai TV series based on a real-life call-in radio show.,June,7,7 Seasons
s6507,TV Show,Club Friday The Series 8,NULL,"Chutavuth Pattarakampol, Focus Jirakul, Sattaphong Phiangphor, Toni Rakkaen, Paula Taylor, Virithipa Phakdeeprasong, Pakkaramai Potranan",NULL,2019-02-02 00:00:00,2017,TV-MA,"InternationalTVShows,RomanticTVShows,TVComedies","The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak.",February,8,8 Seasons
s6508,TV Show,Club Friday To Be Continued - Friend & Enemy,NULL,"Wanida Termthanaporn, Apinya Sakuljaroensuk, Golf Pichaya Nitipaisankul, Thassapak Hsu",NULL,2018-04-20 00:00:00,2016,TV-MA,"InternationalTVShows,RomanticTVShows,TVDramas","A love triangle spirals out of control, wreaking havoc on a couple's relationship and a friendship between two women.",April,1,1 Season
s6509,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,NULL,"Puttichai Kasetsin, Lalana Kongtoranin",NULL,2018-04-13 00:00:00,2016,TV-MA,"InternationalTVShows,RomanticTVShows,TVComedies","A change in sexual identity complicates young Meen's relationships, while memories of a past romance remain fresh.",April,1,1 Season
s6510,TV Show,Club Friday To Be Continued - The Promise,NULL,"Jirayu La-ongmanee, Focus Jirakul",NULL,2018-04-20 00:00:00,2016,TV-MA,"InternationalTVShows,RomanticTVShows,TVDramas","Two young lovers vow to stay friends through thick and thin, but separation tests their bond until fate allows them to reunite.",April,1,1 Season
